接続キー,種牡馬名,正規名,繁殖登録番号,ID確定区分,接続方法,完成区分,現代出走馬での役割,父出現数,母父出現数,母母父出現数,合計出現数,該当出走馬数,父_父祖先名,父_父M,父_母父祖先名,父_母父M,父_母母父祖先名,父_母母父M,母父_父祖先名,母父_父M,母父_母父祖先名,母父_母父M,母父_母母父祖先名,母父_母母父M,母母父_父祖先名,母母父_父M,母母父_母父祖先名,母母父_母父M,母母父_母母父祖先名,母母父_母母父M,9枝シグネチャ,監査注記
ID:1130001534,Super Concorde,Super Concorde,1130001534,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,4,4,,Boldnesian,極,Hail to Reason,極,Wait A Bit,極,My Babu,極,Deiri,バ,,バ,Donatello,極,Hyperion,地,Swynford,極,極・極・極｜極・バ・バ｜極・地・極,
ID:1140006384,Synastry,Synastry,1140006384,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Bold Reasoning,極,Poker,極,Jet Action,極,Nasrullah,極,Johnstown,極,Sardanapale,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,極・極・極｜極・極・極｜極・極・バ,
ID:1140006782,Take Charge Indy,Take Charge Indy,1140006782,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,Seattle Slew,極,Secretariat,極,Buckpasser,極,Deputy Minister,地,Secretariat,極,Damascus,極,Fappiano,極,Nijinsky,バ,In Reality,極,極-極-極 | 地-極-極 | 極-バ-極,
ID:1140002180,Tasso,Tasso,1140002180,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,4,4,,Mr. Prospector,極,Dr. Fager,極,Correlation,極,Bold Ruler,極,Mahmoud,極,Ariel,バ,Prince Bio,極,Rialto,極,Alcantara,バ,極・極・極｜極・極・バ｜極・極・バ,
ID:1140006801,Toccet,Toccet,1140006801,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Deputy Minister,地,Blushing Groom,極,Mr. Prospector,極,Caro,極,Prince John,極,Sir Gaylord,極,Breakspear,極,Molvedo,極,Tyrone,極,地・極・極｜極・極・極｜極・極・極,
ID:1140006925,Vespone,Vespone,1140006925,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Lyphard,バ,Vaguely Noble,地,Honeys Alibi,地,Alydar,バ,Lt. Stevens,極,War Admiral,極,Northern Dancer,地,Forli,地,Nantallah,極,バ-地-地 | バ-極-極 | 地-地-極,
ID:1140006840,Victoire Pisa,Victoire Pisa,1140006840,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Sunday Silence,地,Kris,地,Shantung,地,Mr. Prospector,極,Halo,極,Hoist the Flag,極,Busted,極,Doutelle,極,Fairway,極,地-地-地 | 極-極-極 | 極-極-極,
ID:1140007503,Volatile,Volatile,1140007503,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,Medaglia d'Oro,地,Gone West,地,Storm Cat,地,Unbridled,極,Caro,極,Lucky Mel,地,Seeking the Gold,極,Seattle Slew,極,Northern Dancer,地,地-地-地 | 極-極-地 | 極-極-地,
ID:1140006197,Volksraad,Volksraad,1140006197,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Danzig,地,Sir Ivor,極,Never Bend,極,Bold Ruler,極,Princequillo,極,Caruso,バ,St. Paddy,地,Abernant,地,Fairway,極,地・極・極｜極・極・バ｜地・地・極,
ID:1140006143,Whipper,Whipper,1140006143,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Mr. Prospector,極,Nureyev,地,Prove Out,地,Northern Dancer,地,Bold Reason,極,Forli,地,Never Bend,極,Princequillo,極,Count Fleet,極,極-地-地 | 地-極-地 | 極-極-極,
ID:1140006512,Wiesenpfad,Wiesenpfad,1140006512,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Alzao,バ,Ahonoora,バ,Pampapaul,極,Darshaan,地,Ajdal,地,Vaguely Noble,地,Surumu,地,Aggressor,極,,バ,バ-バ-極 | 地-地-地 | 地-極-バ,
ID:1140006848,Wiseman's Ferry,Wiseman's Ferry,1140006848,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Storm Cat,地,Hawaii,バ,Tom Cat,極,Deputy Minister,地,Mr. Prospector,極,Road At Sea,極,Exclusive Native,極,Crafty Admiral,極,Volcanic,極,地・バ・極｜地・極・極｜極・極・極,
ID:1140006954,Yesbyjimminy,Yesbyjimminy,1140006954,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Is It True,極,Clever Trick,地,Prince of Ascot,極,Fappiano,極,In Reality,極,Buckpasser,極,Valid Appeal,地,Roi Dagobert,バ,Vincentive,極,極-地-極 | 極-極-極 | 地-バ-極,
ID:1140002750,Zephyr Bay,Zephyr Bay,1140002750,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,4,4,,Star Kingdom,地,Makarpura,極,Newtown Wonder,極,Atys,極,Tourbillon,極,The Vizier,バ,Colorado,バ,Buchan,極,,バ,地・極・極｜極・極・バ｜バ・極・バ,
ID:1120001656,アラジ,アラジ,1120001656,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父,0,4,0,4,4,Red God,極,Wild Risk,極,Tudor Minstrel,地,Nearctic,地,Native Dancer,極,Mahmoud,極,Wild Risk,極,Verso,極,Easton,極,極・極・地｜地・極・極｜極・極・極,
ID:1120001881,ウイングアロー,ウイングアロー,1120001881,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Topsider,バ,Graustark,地,Buckpasser,極,トウシヨウボーイ,地,トピオ,極,アドミラルバード,バ,Never Say Die,極,Big Game,極,Nearco,極,バ-地-極 | 地-極-バ | 極-極-極,
ID:1120002201,エイシンデピュティ,エイシンデピュティ,1120002201,確定,繁殖登録番号,A_v9.3直接完成,父・母父,1,3,0,4,4,Deputy Minister,地,Hold Your Peace,極,Bold Ruler,極,Mr. Prospector,極,Buckpasser,極,Swaps,地,Nijinsky,バ,Val de Loir,極,Spy Song,極,地-極-極 | 極-極-地 | バ-極-極,
ID:1120001397,エルセニョール,エルセニョール,1120001397,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母父・母母父,0,1,3,4,,Exclusive Native,極,Graustark,地,Turn-to,極,Herbager,極,Mahmoud,極,Pavot,極,Princequillo,極,John P.Grier,バ,,バ,極・地・極｜極・極・極｜極・バ・バ,
ID:1120002453,エーシンシャラク,エーシンシャラク,1120002453,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,Devil's Bag,バ,Caerleon,バ,Thatch,地,Storm Bird,地,Secretariat,極,Crimson Satan,極,Fortino,極,Chamossaire,極,Solario,極,バ-バ-地 | 地-極-極 | 極-極-極,
ID:1120001637,エーピーダンサー,エーピーダンサー,1120001637,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Northern Dancer,地,Forli,地,Nantallah,極,Riverman,極,Klairon,極,East Side,極,Raise a Native,極,Nashua,極,Count Fleet,極,地・地・極｜極・極・極｜極・極・極,
ID:1120002554,キタノコマンドール,キタノコマンドール,1120002554,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,サンデーサイレンス,地,Alzao,バ,Busted,極,Kingmambo,地,Last Tycoon,地,Blakeney,地,Northern Dancer,地,Forli,地,Nantallah,極,地-バ-極 | 地-地-地 | 地-地-極,
ID:1120001519,グレートホープ,グレートホープ,1120001519,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,4,4,,Northern Dancer,地,Amerigo,バ,Sun Again,バ,Fine Top,極,Delirium,極,,バ,プリメロ,バ,,バ,,バ,地・バ・バ｜極・極・バ｜バ・バ・バ,
ID:1120001497,シルヴァーエンディング,シルヴァーエンディング,1120001497,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Roberto,極,Amerigo,バ,Mat de Cocagne,極,Utrillo,極,Mehrali,極,Clustine,極,Ribot,極,Roman,極,Princequillo,極,極・バ・極｜極・極・極｜極・極・極,
ID:1120002302,スマートロビン,スマートロビン,1120002302,確定,繁殖登録番号,A_v9.3直接完成,父・母父,1,3,0,4,4,サンデーサイレンス,地,Alzao,バ,Busted,極,Northern Dancer,地,Court Martial,極,Formor,極,Northern Dancer,地,Bull Page,極,Menow,極,地-バ-極 | 地-極-極 | 地-極-極,
ID:1120001383,セクレト,セクレト,1120001383,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Nearctic,地,Native Dancer,極,Mahmoud,極,Bold Ruler,極,Princequillo,極,Caruso,バ,Princequillo,極,Count Fleet,極,Blue Larkspur,バ,地・極・極｜極・極・バ｜極・極・バ,
ID:1120001111,セントシーザー,セントシーザー,1120001111,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,4,4,,Sing Sing,地,Guard's Tie,極,Fair Trial,極,Sir Gaylord,極,Mr. Trouble,極,Pharamond,極,セフト,バ,ダイオライト,極,Junior,バ,地・極・極｜極・極・極｜バ・極・バ,
ID:1120002167,タガノゲルニカ,タガノゲルニカ,1120002167,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,1,1,2,4,4,Roberto,極,Graustark,地,Hasty Road,極,Thatch,地,Abernant,地,Darius,極,Nijinsky,バ,Round Table,極,Hail to Reason,極,極-地-極 | 地-地-極 | バ-極-極,
ID:1120002342,タガノロックオン,タガノロックオン,1120002342,確定,繁殖登録番号,A_v9.3直接完成,父・母父,2,2,0,4,4,Danehill,地,Be My Guest,地,Bold Lad (IRE),バ,Halo,極,Herbager,極,Cohoes,極,Distinctive,極,Sir Khalito,地,Roman,極,地-地-バ | 極-極-極 | 極-地-極,
ID:1120000558,ターゴワイス,ターゴワイス,1120000558,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,4,4,,Princequillo,極,Sir Cosmo,極,Friar Marcus,極,Nasrullah,極,Discovery,極,Pompey,極,Bull Dog,極,Ballot,バ,Trenton,バ,極・極・極｜極・極・極｜極・バ・バ,
ID:1120000219,ダイアトム,ダイアトム,1120000219,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,4,4,,Prince Bio,極,Rialto,極,Alcantara,バ,Fairway,極,Papyrus,極,White Eagle,バ,Diophon,極,,バ,,バ,極・極・バ｜極・極・バ｜極・バ・バ,
ID:1120002312,ダイシンオレンジ,ダイシンオレンジ,1120002312,確定,繁殖登録番号,A_v9.3直接完成,父・母父,1,3,0,4,4,Crafty Prospector,極,Chief's Crown,地,Alleged,地,Nijinsky,バ,Buckpasser,極,Princequillo,極,Swaps,地,Polynesian,極,Pot au Feu,極,極-地-地 | バ-極-極 | 地-極-極,
ID:1120001521,ダイナマイトダディ,ダイナマイトダディ,1120001521,確定,繁殖登録番号,I_v9.11_TARGET固定8代年代境界反映で完成,母父・母母父,0,2,2,4,,テスコボーイ,地,ネヴアービート,極,ユアハイネス,極,Northern Dancer,地,Victoria Park,極,Hyperion,地,Bubbles,極,Brantome,極,Tetratema,極,地・極・極｜地・極・地｜極・極・極,
ID:1120000867,テユデナムキング,テユデナムキング,1120000867,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,4,4,,Tudor Melody,バ,Hugh Lupus,極,Chanteur,極,Rockefella,地,Rustom Pasha,極,Friar Marcus,極,セフト,バ,トウルヌソル,極,Campfire,バ,バ・極・極｜地・極・極｜バ・極・バ,
ID:1120001060,デイヴイツズバード,デイヴイツズバード,1120001060,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Northern Dancer,地,New Providence,極,Chop Chop,極,Right Royal,地,Princequillo,極,Case Ace,バ,Nasrullah,極,Eight Thirty,極,Sir Gallahad,極,地・極・極｜地・極・バ｜極・極・極,
ID:1120001221,トロメオ,トロメオ,1120001221,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Lyphard,バ,Sing Sing,地,Klairon,極,Herbager,極,Nasrullah,極,Stimulus,バ,Honeyway,極,Solario,極,Asterus,極,バ・地・極｜極・極・バ｜極・極・極,
ID:1120002245,トーセンモナーク,トーセンモナーク,1120002245,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,サンデーサイレンス,地,ロイヤルスキー,極,リマンド,バ,Mr. Prospector,極,Halo,極,Hoist the Flag,極,Busted,極,Doutelle,極,Fairway,極,地-極-バ | 極-極-極 | 極-極-極,
ID:1120001922,トーホウエンペラー,トーホウエンペラー,1120001922,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Roberto,極,Graustark,地,Hasty Road,極,Luthier,極,Prudent,極,Ratification,極,Match,極,Alycidon,地,Fair Trial,極,極-地-極 | 極-極-極 | 極-地-極,
ID:1120001941,ニホンピロニール,ニホンピロニール,1120001941,確定,繁殖登録番号,A_v9.3直接完成,母父,0,4,0,4,4,Halo,極,Understanding,極,Montparnasse,地,Sea-Bird,極,My Babu,極,Polynesian,極,Intentionally,極,Rough'n Tumble,極,War Relic,極,極-極-地 | 極-極-極 | 極-極-極,
ID:1120001868,ニューイングランド,ニューイングランド,1120001868,確定,繁殖登録番号,A_v9.3直接完成,父・母父,1,3,0,4,4,Halo,極,Understanding,極,Montparnasse,地,Danzig,地,Secretariat,極,Swoon's Son,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,極-極-地 | 地-極-極 | 極-極-バ,
ID:1120000445,ノーザンアンサー,ノーザンアンサー,1120000445,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,4,4,,Nearctic,地,Native Dancer,極,Mahmoud,極,Bunty Lawless,極,Stimulus,バ,Golden Sun,極,Bull Dog,極,,バ,,バ,地・極・極｜極・バ・極｜極・バ・バ,
ID:1120001780,ハイライズ,ハイライズ,1120001780,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,1,3,4,4,Shirley Heights,バ,Princely Native,地,Crafty Admiral,極,High Hat,地,Chanteur,極,Djebel,極,Herbager,極,Free Man,極,Ocean Swell,極,バ-地-極 | 地-極-極 | 極-極-極,
ID:1120002408,バンデ,バンデ,1120002408,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,Montjeu,地,Saumarez,地,Lyphard,バ,Sovereign Dancer,地,Irish River,極,Herbager,極,Pall Mall,極,Matador,極,Jamaica Inn,極,地-地-バ | 地-極-極 | 極-極-極,
ID:1120001711,ヒカリバオー,ヒカリバオー,1120001711,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父,0,4,0,4,,Alydar,バ,Buckpasser,極,To Market,極,Olden Times,極,Royal Union,極,Tom Fool,極,Aneroid,極,Blue Larkspur,バ,Orpiment,バ,バ・極・極｜極・極・極｜極・バ・バ,
ID:1120000790,ビゼンニシキ,ビゼンニシキ,1120000790,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,3,4,4,Luthier,極,Prudent,極,Relic,極,Northern Dancer,地,Bull Page,極,Menow,極,Whistler,極,Mustang,極,Straight Deal,極,極・極・極｜地・極・極｜極・極・極,
ID:1120000925,ベルマン,ベルマン,1120000925,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Never Bend,極,Prince John,極,Roman,極,Wild Risk,極,Verso,極,Easton,極,Royal Charger,極,Majano,極,Grand Guignol,極,極・極・極｜極・極・極｜極・極・極,
ID:1120002308,マコトスパルビエロ,マコトスパルビエロ,1120002308,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,Roberto,極,Graustark,地,Hasty Road,極,Alydar,バ,Cool Moon,地,Donut King,地,Lyphard,バ,Le Fabuleux,極,Gilles de Retz,極,極-地-極 | バ-地-地 | バ-極-極,
ID:1120001054,マジツクミラー,マジツクミラー,1120001054,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,4,4,4,Northern Dancer,地,Forli,地,Nantallah,極,Sir Gaylord,極,Mr. Trouble,極,Pharamond,極,Double Jay,極,Blue Peter,極,Bahram,極,地・地・極｜極・極・極｜極・極・極,
ID:1120002532,マルターズアポジー,マルターズアポジー,1120002532,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,Bernstein,地,Grand Slam,極,Kris S.,極,A.P. Indy,バ,Vigors,極,Crozier,地,Roberto,極,Graustark,地,Hasty Road,極,地-極-極 | バ-極-地 | 極-地-極,
ID:1120001699,ミシエロ,ミシエロ,1120001699,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父,0,4,0,4,4,Mr. Prospector,極,Bold Commander,極,Turn-to,極,Forli,地,Nantallah,極,Gold Bridge,極,Noholme,地,Double Jay,極,Don Bingo,極,極・極・極｜地・極・極｜地・極・極,
ID:1120001691,ライブリーワン,ライブリーワン,1120001691,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父,0,4,0,4,4,Hail to Reason,極,Cosmic Bomb,極,Mahmoud,極,Mahmoud,極,Shut Out,極,Blue Larkspur,バ,Tom Fool,極,Count Fleet,極,Halcyon,バ,極・極・極｜極・極・バ｜極・極・バ,
ID:1120002232,ワイルドワンダー,ワイルドワンダー,1120002232,確定,繁殖登録番号,A_v9.3直接完成,父・母父,3,1,0,4,4,Roberto,極,Graustark,地,Hasty Road,極,Halo,極,Understanding,極,Montparnasse,地,Raise a Native,極,Nashua,極,Count Fleet,極,極-地-極 | 極-極-地 | 極-極-極,
ID:1120002336,ヴィットリオドーロ,ヴィットリオドーロ,1120002336,確定,繁殖登録番号,A_v9.3直接完成,父,4,0,0,4,4,El Prado,地,Bailjumper,地,Silent Screen,極,Mr. Prospector,極,Venetian Jester,極,Green Ticket,地,Nijinsky,バ,Round Table,極,Hail to Reason,極,地-地-極 | 極-極-地 | バ-極-極,
ID:1140006835,Admire Moon,Admire Moon,1140006835,確定,繁殖登録番号,A_v9.3直接完成,母父,0,3,0,3,3,Forty Niner,地,Dance Spell,地,Thinking Cap,地,Halo,極,Understanding,極,Montparnasse,地,Sharpen Up,地,Reliance,極,Crepello,極,地-地-地 | 極-極-地 | 地-極-極,
ID:1140004636,Aptitude,Aptitude,1140004636,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,3,3,3,Seattle Slew,極,Secretariat,極,Buckpasser,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1140001067,Arctic Tern,Arctic Tern,1140001067,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,3,3,,Dan Cupid,極,Sicambre,極,Maurepas,極,Roman,極,Discovery,極,Broomstick,バ,Blenheim,極,Gainsborough,極,The Tetrarch,バ,極・極・極｜極・極・バ｜極・極・バ,
ID:1140007353,Astrology,Astrology,1140007353,確定,繁殖登録番号,A_v9.3直接完成,母父,0,3,0,3,3,Seattle Slew,極,Secretariat,極,Buckpasser,極,Fappiano,極,Dr. Fager,極,Nearctic,地,Speak John,極,Eight Thirty,極,Blue Larkspur,バ,極-極-極 | 極-極-地 | 極-極-バ,
ID:1140007495,Baaeed,Baaeed,1140007495,確定,繁殖登録番号,A_v9.3直接完成,父,3,0,0,3,3,Cape Cross,地,Miswaki,極,Lombard,地,Mr. Prospector,極,Nureyev,地,Prove Out,地,In The Wings,地,Halo,極,Herbager,極,地-極-地 | 極-地-地 | 地-極-極,
ID:1140006866,Bachelor Duke,Bachelor Duke,1140006866,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,3,3,3,Mr. Prospector,極,Buckpasser,極,Princequillo,極,Bold Reasoning,極,Poker,極,Jet Action,極,Nearctic,地,Native Dancer,極,Mahmoud,極,極・極・極｜極・極・極｜地・極・極,
ID:1140007719,Beau Liam,Beau Liam,1140007719,確定,繁殖登録番号,A_v9.3直接完成,父,3,0,0,3,3,Unbridled's Song,バ,Trippi,地,Great Above,極,Deputy Minister,地,Secretariat,極,Damascus,極,Raise a Native,極,Nashua,極,Count Fleet,極,バ-地-極 | 地-極-極 | 極-極-極,
ID:1140007195,Bel Esprit,Bel Esprit,1140007195,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,1,2,3,3,Nijinsky,バ,Crimson Satan,極,Bolero,極,Wilkes,極,Orgoglio,地,,バ,Silly Season,極,Crepello,極,Abernant,地,バ-極-極 | 極-地-バ | 極-極-地,
ID:1140001135,Bellypha,Bellypha,1140001135,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,3,3,3,Northern Dancer,地,Court Martial,極,Formor,極,Wild Risk,極,Verso,極,Easton,極,Royal Charger,極,Majano,極,Grand Guignol,極,地・極・極｜極・極・極｜極・極・極,
ID:1140002275,Bletchingly,Bletchingly,1140002275,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,3,3,,Star Kingdom,地,Makarpura,極,Newtown Wonder,極,War Relic,極,Black Toney,バ,Fariman,バ,Fairway,極,Son-in-Law,バ,Sundridge,バ,地・極・極｜極・バ・バ｜極・バ・バ,
ID:1140007333,Born To Sea,Born To Sea,1140007333,確定,繁殖登録番号,A_v9.3直接完成,母父,0,3,0,3,3,Green Desert,地,Kris,地,Artaius,バ,Mr. Prospector,極,Buckpasser,極,Princequillo,極,Agio,極,Prince Chevalier,極,Big Game,極,地-地-バ | 極-極-極 | 極-極-極,
ID:1140003482,Brief Truce,Brief Truce,1140003482,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,3,3,,Riverman,極,Klairon,極,East Side,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Djebel,極,Rustom Pasha,極,,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1140007244,Catalina Cruiser,Catalina Cruiser,1140007244,確定,繁殖登録番号,A_v9.3直接完成,父,3,0,0,3,3,Dixie Union,地,Gone West,地,Nijinsky,バ,A.P. Indy,バ,Mr. Prospector,極,Hoist the Flag,極,Northern Dancer,地,New Providence,極,Chop Chop,極,地-地-バ | バ-極-極 | 地-極-極,
ID:1140007347,Catholic Boy,Catholic Boy,1140007347,確定,繁殖登録番号,A_v9.3直接完成,父,3,0,0,3,3,Southern Halo,バ,Woodman,バ,Naskra,極,A.P. Indy,バ,Quiet American,地,Spectacular Bid,極,Mr. Prospector,極,Buckpasser,極,Hasty Road,極,バ-バ-極 | バ-地-極 | 極-極-極,
ID:1140003895,Celtic Swing,Celtic Swing,1140003895,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,2,3,3,Mr. Prospector,極,Roman Line,地,Double Jay,極,Tudor Melody,バ,Court Martial,極,Borealis,地,Petition,極,Alycidon,地,Nearco,極,極・地・極｜バ・極・地｜極・地・極,
ID:1140006950,Charm Spirit,Charm Spirit,1140006950,確定,繁殖登録番号,A_v9.3直接完成,母父,0,3,0,3,3,Green Desert,地,Kris,地,Artaius,バ,Sadler's Wells,地,Top Ville,バ,Tennyson,極,Mr. Prospector,極,Halo,極,Hoist the Flag,極,地-地-バ | 地-バ-極 | 極-極-極,
ID:1140007360,Circular Quay,Circular Quay,1140007360,確定,繁殖登録番号,A_v9.3直接完成,母父,0,3,0,3,3,Gulch,地,Storm Bird,地,High Line,地,Danzig,地,Exclusive Native,極,Hail to Reason,極,Nijinsky,バ,Damascus,極,Forli,地,地-地-地 | 地-極-極 | バ-極-地,
