検証軸,条件,ブロック,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定
ダート馬場状態×含水率階層,良×やや低,母父ブロック,地バ極,990,0.07171717171717172,0.08017026040024591,0.89456079298143,-1.050238868728566,0.26666666666666666,0.2396584689632306,1.1126945265914212,2.383815000835663,101.74747474747473,中立,強
ダート馬場状態×含水率階層,良×標準,母父ブロック,地地地,1548,0.07751937984496124,0.06378240892782458,1.2153724067192453,2.3758734516197575,0.21188630490956073,0.1966934797799353,1.0772411223118503,1.8002038328877392,106.00129198966408,強,やや強
ダート馬場状態×含水率階層,良×標準,母父ブロック,地地極,933,0.05359056806002144,0.0716573746194093,0.7478723347688174,-2.285962280344279,0.20793140407288319,0.21985849229432242,0.9457510688035077,-1.0414505717312037,66.14147909967846,弱,中立
ダート馬場状態×含水率階層,稍重×やや高,父ブロック,地極地,670,0.07611940298507462,0.05763412361187338,1.32073497807804,2.191548307942017,0.15970149253731344,0.18266285140014005,0.8742965048074959,-1.8307022396093098,95.32835820895525,強,やや弱
ダート馬場状態×含水率階層,良×低,母父ブロック,地地地,2095,0.04964200477326969,0.06017128305665476,0.8250115711597649,-2.169710685783861,0.1794749403341289,0.1888491081779908,0.9503615985571574,-1.3051816532974483,57.785202863961814,弱,中立
ダート馬場状態×含水率階層,稍重×やや高,母母父ブロック,バ極極,862,0.08352668213457076,0.07467865522546963,1.1184813369012498,1.0701949338334462,0.2482598607888631,0.22351586503528684,1.1107035321616652,2.100518939965425,73.52668213457079,中立,強
ダート馬場状態×含水率階層,良×低,母父ブロック,バ極極,1973,0.08312214901165738,0.07188520511185136,1.1563178943750894,2.083143716798699,0.2290927521540801,0.2141639486938756,1.069707359951341,1.9456279589567782,68.07399898631526,強,やや強
ダート馬場状態×含水率階層,不良×やや高,母母父ブロック,極極極,507,0.0670611439842209,0.07324934491373052,0.9155186857056843,-0.5708746943638401,0.1873767258382643,0.21940077903571728,0.8540385620406588,-2.065020790543381,57.75147928994083,中立,弱
ダート馬場状態×含水率階層,良×やや高,母父ブロック,バ極極,594,0.10101010101010101,0.0801754423448248,1.259863345382853,2.0505840925178314,0.23905723905723905,0.23119198904236604,1.0340204262589379,0.5596004041455789,66.81818181818183,強,中立
ダート馬場状態×含水率階層,不良×高,父ブロック,地極極,672,0.05357142857142857,0.07187441862341801,0.7453476438134835,-1.9893944776943966,0.19196428571428573,0.21187451222902207,0.9060282130905168,-1.5141200622551085,38.169642857142854,やや弱,やや弱
