場所,レース番号,クラスコード,クラス名,グレードコード,芝ダ,ネタ,距離,コース区分,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,クッション値,クッション値判定,コースID
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,3,2,セイウンノウヒメ,牝,3,49,14,59.6,新谷功一,CX01172,栗,トゥザグローリー,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,4,2,ファストーゾ,牝,4,55,15,33.9,斎藤誠,CX01086,美,ロードカナロア,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,6,3,ヴィクトリアポデル,牡,5,54,12,71,杉浦宏昭,CX01008,美,アドマイヤムーン,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,7,4,ブラックアーシャ,牝,5,55,6,18.2,和田正一,CX01114,美,ブラックタイド,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,8,4,ブロンズレッド,牡,3,54,5,14.9,牧浦充徳,CX01113,栗,レッドスパーダ,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,9,5,ショウナンラスボス,牡,3,54,4,3.4,奥村武,CX01145,美,ダイワメジャー,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,10,5,マイネルテナシャス,牡,4,57,10,64.7,萱野浩二,CX01024,美,アンライバルド,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,11,6,トップギア,牡,6,55,13,374.4,小桧山悟,CX01005,美,バトルプラン,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,12,6,テリーヌ,牝,3,50,1,7.5,長谷川浩,CX01173,栗,ダノンシャーク,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,13,7,テーオーソクラテス,牡,4,57,9,60.8,奥村豊,CX01146,栗,エイシンフラッシュ,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,14,7,テリオスヒメ,牝,4,53,7,76,田島俊明,CX01112,美,リアルインパクト,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,15,8,アスカロン,牡,3,54,11,85.9,森秀行,CX00427,栗,Speightstown,7.7,8未満,札幌芝1200
札幌,9,23,1勝,,芝,0,1200,A,良,2.02106E+17,16,8,レコレータ,牝,3,52,2,9.2,中舘英二,CX01153,美,ハーツクライ,7.7,8未満,札幌芝1200
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,1,1,シューラヴァーグ,牝,4,55,10,50.2,畑端省吾,CX01188,栗,アドマイヤムーン,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,2,2,ロックオンエイム,牝,3,52,3,4.2,奥村武,CX01145,美,アドマイヤムーン,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,3,3,マイタイムオブデイ,牝,5,55,4,32.7,松永幹夫,CX01092,栗,Australia,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,4,4,ジェラペッシュ,牝,4,55,12,40.9,尾関知人,CX01103,美,ワールドエース,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,5,4,ブルームスベリー,牝,4,55,4,4.9,西村真幸,CX01148,栗,ハービンジャー,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,6,5,グレースオブナイル,牝,4,55,2,14.9,杉山晴紀,CX01157,栗,タートルボウル,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,7,5,アメリカンウェイク,牝,5,55,8,12.1,長谷川浩,CX01173,栗,ハーツクライ,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,8,6,イッツユアタイム,牝,3,52,6,5.3,安田隆行,CX00438,栗,エピファネイア,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,9,6,ラスティングラヴ,牝,4,55,13,82.6,安達昭夫,CX01042,栗,オルフェーヴル,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,10,7,タカンナ,牝,4,55,7,86.8,柄崎孝,CX00380,美,スピルバーグ,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,11,7,レッドエーデル,牝,4,55,11,55.2,岡田稲男,CX01066,栗,ルーラーシップ,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,12,8,キュンストラー,牝,3,52,9,37.6,鹿戸雄一,CX01097,美,ゴールドシップ,7.7,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,1800,A,良,2.02106E+17,13,8,ミスミルドレッド,牝,4,55,1,2.9,小島茂之,CX01068,美,ルーラーシップ,7.7,8未満,札幌芝1800
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,1,1,アスタールビー,牝,5,54,11,16.6,南井克巳,CX01049,栗,ロードカナロア,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,2,1,マイネルアルケミー,牡,5,56,7,43,中野栄治,CX01010,美,ダンカーク,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,3,2,シゲルピンクルビー,牝,3,50,9,6.3,渡辺薫彦,CX01155,栗,モーリス,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,4,2,ジャスティン,牡,5,58,16,29.8,矢作芳人,CX01075,栗,オルフェーヴル,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,5,3,ケープコッド,牝,4,54,6,7.7,高柳瑞樹,CX01118,美,ダイワメジャー,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,6,3,リンゴアメ,牝,3,50,13,46.1,菊川正達,CX01052,美,マツリダゴッホ,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,7,4,ミッキーブリランテ,牡,5,56,3,7.9,矢作芳人,CX01075,栗,ディープブリランテ,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,8,4,カツジ,牡,6,57,5,26.6,池添兼雄,CX01021,栗,ディープインパクト,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,9,5,タイセイアベニール,牡,6,56,12,21.5,西村真幸,CX01148,栗,ベーカバド,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,10,5,ジョーアラビカ,牡,7,56,4,43.2,清水久詞,CX01110,栗,ジョーカプチーノ,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,11,6,コントラチェック,牝,5,55,8,10.5,藤沢和雄,CX00386,美,ディープインパクト,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,12,6,ロードアクア,牡,5,56,10,108.9,浅見秀一,CX00411,栗,ロードカナロア,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,13,7,センショウユウト,牡,6,56,14,86.8,笹田和秀,CX01104,栗,キンシャサノキセキ,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,14,7,ビアンフェ,セ,4,56,1,8,中竹和也,CX01039,栗,キズナ,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,15,8,アルピニズム,牡,4,56,15,61.2,金成貴史,CX01132,美,ローエングリン,7.7,8未満,札幌芝1200
札幌,11,163,Ｇ３,C,芝,0,1200,A,良,2.02106E+17,16,8,カレンモエ,牝,5,54,2,2.9,安田隆行,CX00438,栗,ロードカナロア,7.7,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,1,1,キョウエイノータス,牝,3,54,7,53.9,中川公成,CX01081,美,フェノーメノ,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,2,1,ミトグラフィア,牝,3,53,1,40.2,高柳瑞樹,CX01118,美,ロードカナロア,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,3,2,ロゼクラン,牝,3,54,4,9.1,高柳大輔,CX01159,栗,リーチザクラウン,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,4,2,カワカミカリーナ,牝,3,52,3,3,本田優,CX01099,栗,ブラックタイド,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,5,3,フルオブハピネス,牝,3,52,15,245.4,粕谷昌央,CX01096,美,マクフィ,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,6,3,ウォーターリリー,牝,3,52,8,38.4,大竹正博,CX01102,美,ロードカナロア,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,7,4,キタノフェスタ,牝,3,51,13,222.4,天間昭一,CX01090,美,ノヴェリスト,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,8,4,クールシラユリ,牝,3,54,11,109.6,小手川準,CX01171,美,アイルハヴアナザー,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,9,5,ミスティックアイル,牝,3,54,16,4.7,牧浦充徳,CX01113,栗,ミッキーアイル,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,10,5,マニトゥーリン,牝,3,51,5,62.1,吉田直弘,CX01101,栗,ミッキーアイル,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,11,6,ララマカロン,牝,3,54,2,4.7,田中博康,CX01162,美,ロードカナロア,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,12,6,サンミラー,牝,3,51,9,12.9,堀井雅広,CX00436,美,トーセンラー,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,13,7,トゥールアンレール,牝,3,54,10,7.1,木村哲也,CX01126,美,ディープインパクト,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,14,7,トミケンサルタール,牝,3,54,6,29.7,尾形和幸,CX01141,美,リオンディーズ,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,15,8,オマツリサンバ,牝,3,50,14,41.9,高橋康之,CX01135,栗,マツリダゴッホ,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,良,2.02106E+17,16,8,ウヒョウノヒビキ,牝,3,54,12,99.2,小野次郎,CX01125,美,リアルインパクト,7.9,8未満,札幌芝1200
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,1,1,マッソニアーナ,牡,3,52,3,5.1,松下武士,CX01149,栗,ラブリーデイ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,2,2,サンマルビクトリー,牡,3,56,8,50.4,牧浦充徳,CX01113,栗,ヴィクトワールピサ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,3,3,レッドクラーガ,牡,3,56,9,28.7,大竹正博,CX01102,美,ハービンジャー,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,4,4,ブライエス,牝,3,54,7,71,高野友和,CX01117,栗,キズナ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,5,4,グレイシャーベイ,牡,3,54,5,4.1,浅見秀一,CX00411,栗,New Bay,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,6,5,ポンフー,牡,3,56,4,81,田村康仁,CX01027,美,ルーラーシップ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,7,5,コーズウェイヘッド,牝,3,54,11,15.9,鮫島一歩,CX01046,栗,Giant's Causeway,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,8,6,スパークフューチャ,牡,3,55,12,23.4,小島茂之,CX01068,美,ハービンジャー,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,9,6,エルディアブロ,牡,3,56,1,3.9,佐々木晶,CX00429,栗,キングカメハメハ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,10,7,ブレスオブライフ,牡,3,56,2,36.9,寺島良,CX01158,栗,ディープブリランテ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,11,7,ワセダハーツ,牡,3,53,13,3.6,橋口慎介,CX01154,栗,ハーツクライ,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,12,8,ジャストフィット,牡,3,56,6,37.7,藤沢和雄,CX00386,美,Australia,7.9,8未満,札幌芝2600
札幌,3,7,未勝利,,芝,0,2600,A,良,2.02106E+17,13,8,ラジェドール,牡,3,56,10,20.8,小笠倫弘,CX01076,美,ゴールドシップ,7.9,8未満,札幌芝2600
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,1,1,ミウィ,牝,2,54,5,52.7,大江原哲,CX01012,美,ミュゼスルタン,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,2,2,ユメコイ,牝,2,54,11,24.9,飯田祐史,CX01139,栗,ドリームジャーニー,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,3,3,ロングセラーアスク,牝,2,54,10,11.2,梅田智之,CX01084,栗,モーリス,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,4,4,ロジマギーゴー,牝,2,54,4,9.9,須貝尚介,CX01105,栗,ハーツクライ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,5,5,フリートオブフット,牝,2,54,3,4.1,奥村武,CX01145,美,キンシャサノキセキ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,6,5,ニシノタマユラ,牝,2,54,8,8.5,深山雅史,CX01174,美,リーチザクラウン,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,7,6,ポメランチェ,牝,2,54,1,7.1,牧田和弥,CX01123,栗,キングカメハメハ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,8,6,コスモツカサ,牝,2,54,6,4.7,伊藤大士,CX01109,美,バゴ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,9,7,ワンエルメス,牝,2,50,7,7.4,手塚貴久,CX01038,美,ディーマジェスティ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,10,7,パラディネーヴェ,牝,2,54,12,94.5,田中剛,CX01119,美,ロゴタイプ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,11,8,ナムラリコリス,牝,2,52,2,15.7,大橋勇樹,CX01065,栗,ジョーカプチーノ,7.9,8未満,札幌芝1200
札幌,5,15,新馬,,芝,0,1200,A,良,2.02106E+17,12,8,アンドレア,牝,2,54,9,54.6,茶木太樹,CX01181,栗,レッドスパーダ,7.9,8未満,札幌芝1200
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,1,1,ナイトエクスプレス,牡,3,54,11,29,牧光二,CX01106,美,エピファネイア,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,2,2,アダムスマイリー,牡,3,56,4,14.4,青木孝文,CX01156,美,エイシンフラッシュ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,3,3,グレートフォーユー,牡,3,54,7,85.9,千田輝彦,CX01120,栗,マツリダゴッホ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,4,3,メイショウオニユリ,牝,3,54,3,3.1,池添兼雄,CX01021,栗,ジャスタウェイ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,5,4,ウインチェレステ,牡,3,56,1,2,畠山吉宏,CX01048,美,ドゥラメンテ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,6,4,クロスオブドリーム,牡,3,56,6,32.8,清水久詞,CX01110,栗,ドゥラメンテ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,7,5,ケイティミシェル,牝,3,51,8,68.1,清水英克,CX01080,美,ヴァンセンヌ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,8,5,シーチェンジ,牝,3,54,9,32.8,和田勇介,CX01165,美,ハーツクライ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,9,6,ブラックジャッカル,セ,3,56,10,9.1,須貝尚介,CX01105,栗,ブラックタイド,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,10,6,エルファシル,牡,3,56,5,11.5,吉岡辰弥,CX01176,栗,バゴ,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,11,7,クロメ,牝,3,54,13,169.9,小野次郎,CX01125,美,エピファネイア,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,12,7,ウィリアムバローズ,牡,3,56,2,28.7,上村洋行,CX01168,栗,ミッキーアイル,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,13,8,リトルロータス,牝,3,52,12,327.5,松永康利,CX01093,美,ブラックタイド,7.9,8未満,札幌芝1800
札幌,7,7,未勝利,,芝,0,1800,A,良,2.02106E+17,14,8,ヴィンランド,牡,3,56,14,66.7,橋田満,CX00362,栗,ハービンジャー,7.9,8未満,札幌芝1800
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,1,1,ナムラショウグン,牡,4,57,5,23.3,羽月友彦,CX01091,栗,ヴィクトワールピサ,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,2,2,ソーヴァリアント,牡,3,54,1,1.3,大竹正博,CX01102,美,オルフェーヴル,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,3,3,ダイワセントライト,牡,4,57,7,27,菊沢隆徳,CX01115,美,Le Havre,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,4,4,ジュピターズライト,セ,5,57,8,56.9,金成貴史,CX01132,美,ハービンジャー,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,5,5,アドマイヤハレー,牡,3,54,3,5.7,宮田敬介,CX01175,美,モーリス,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,6,6,サトノハンター,牡,3,54,2,9.3,平田修,CX01082,栗,ハービンジャー,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,7,7,ラズルダズル,牡,4,57,4,17.7,茶木太樹,CX01181,栗,ルーラーシップ,7.9,8未満,札幌芝2000
札幌,10,23,1勝,E,芝,0,2000,A,良,2.02106E+17,8,8,ホウオウビクトリー,牡,5,57,6,16.3,斎藤誠,CX01086,美,ヴィクトワールピサ,7.9,8未満,札幌芝2000
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,1,1,シュバルツカイザー,牡,3,54,1,2.4,大竹正博,CX01102,美,Dark Angel,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,2,2,グレイトオーサー,牡,4,57,5,8.4,堀宣行,CX01070,美,ノヴェリスト,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,3,3,イーサンティラノ,牡,4,57,4,61.6,昆貢,CX01044,栗,ローレルゲレイロ,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,4,4,ニシノアップルパイ,牡,7,57,8,99.4,新谷功一,CX01172,栗,リーチザクラウン,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,5,5,ベッラヴォルタ,牝,4,55,7,22.9,加用正,CX00425,栗,ヴィクトワールピサ,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,6,6,ドゥラモット,牝,4,55,6,6.6,安田隆行,CX00438,栗,ルーラーシップ,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,7,7,トーセンウォーリア,牡,3,54,8,41.2,池上昌和,CX01150,美,ドゥラメンテ,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,8,7,プレトリア,セ,6,57,3,12.5,中川公成,CX01081,美,ヨハネスブルグ,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,9,8,バルトリ,牝,4,55,2,2.9,藤沢和雄,CX00386,美,ディープインパクト,7.9,8未満,札幌芝1500
札幌,11,43,2勝,E,芝,0,1500,A,良,2.02106E+17,10,8,タイセイトレンディ,セ,6,57,10,15,田中克典,CX01180,栗,ネオユニヴァース,7.9,8未満,札幌芝1500
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,1,1,ジャズエチュード,牝,3,50,1,3.4,黒岩陽一,CX01133,美,I Am Invincible,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,2,2,ニシノリース,牝,3,52,8,8.4,土田稔,CX00417,美,ロードアルティマ,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,3,2,ヴィズサクセス,牡,4,57,2,22.7,手塚貴久,CX01038,美,Siyouni,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,4,3,オンラインドリーム,牝,3,52,3,12.1,武幸四郎,CX01160,栗,Frankel,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,5,3,マルカエイペックス,牝,4,55,6,15.9,今野貞一,CX01128,栗,エピファネイア,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,6,4,タイセイグラシア,牝,3,52,4,14.9,矢作芳人,CX01075,栗,ディープインパクト,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,7,4,ハッピーホンコン,牡,3,54,5,51.2,田中淳司,CX05630,地,エスポワールシチー,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,8,5,キョウワセイヴァー,セ,4,57,7,48.1,笹田和秀,CX01104,栗,ロードカナロア,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,9,5,エンペラーズパレス,牡,4,57,10,212,羽月友彦,CX01091,栗,タイセイレジェンド,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,10,6,アスカロン,牡,3,54,14,182.8,森秀行,CX00427,栗,Speightstown,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,11,6,コスモカッティーボ,牡,4,57,9,56.2,畠山吉宏,CX01048,美,アンライバルド,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,12,7,ラヴケリー,牝,3,52,13,2.1,高柳大輔,CX01159,栗,カレンブラックヒル,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,13,7,ボイオートス,牡,3,54,12,70.8,金成貴史,CX01132,美,Dawn Approach,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,14,8,アメリカンニーニャ,牝,4,55,11,97.5,石坂公一,CX01166,栗,Carpe Diem,7.9,8未満,札幌芝1200
札幌,12,23,1勝,E,芝,0,1200,A,良,2.02106E+17,15,8,シシリエンヌ,牝,5,55,15,59.2,牧浦充徳,CX01113,栗,キンシャサノキセキ,7.9,8未満,札幌芝1200
札幌,1,7,未勝利,,芝,0,1200,A,稍,2.02106E+17,1,1,ラヴインザチャーム,牝,3,54,15,12.5,矢作芳人,CX01075,栗,ドゥラメンテ,7.2,8未満,札幌芝1200
